bold outlines: feature of the ML model,,,,Grains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detrital clay,,,,,,,Matrix,,,,Cements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veins,,,Replacive minerals,,,,,,,,,,,,,Pore types,,,,,,,IGV/QFR,,,,Porosity/Permeability,,,,,,,
ID,Well,"Core Depth 
(m)",Stratigraphy,Monocrystalline quartz grains,Polycrystalline quartz grains,Chert grain,Monocrystalline quartz grain with anhydrite inclusions,Polycrystalline quartz grain with anhydrite inclusions,K-Feldspar grain,Plagioclase grain,Sedimentary RF,Claystone RF,Siltstone RF,Sandstone RF,Metamorphic RF,Quartzite RF,Phyllite RF,Schist RF,Gneis RF,Mafic metamorphic RF,Igneous RF,Plutonic RF,Volcanic RF,Indeterminate RF,Deformed grains without microporosity,Deformed microporous grains,Mica,Muscovite,Biotite,Chlorite (detr.),Heavy Minerals,Hematite grain,Opaque grains,Clay pellets,Ooids,Carbonaceous material,Limestone RF,Bioclasts,Siderite intraclast,Micrite RF,Dolomite RF,Anhydrite clast,Glauconite,Silcrete fragment,Altered grains,Organic particles,Phosphatic grains,Clay pellicles,Detrital clay laminae,Detrital clay matrix,Detrital silt matrix,Detrital clay rims,Invaded drilling mud,Infiltrated clays,Micrite matrix,Carbonate matrix (siderite),Dolomicrite matrix,Pseudomatrix,Calcite pf,Fe-calcite pf,Non-ferroan dolomite pf,Hematite stained dolomite pf,Ferroan dolomite pf,Lozenge siderite pf,Siderite pf,Microcrystalline siderite,Gypsum pf,Anhydrite pf,Anhydrite (altered),Barite pf,Halite pf,Quartz pf,Feldspar pf,Albite pf,Hematite in dolomite,Hematite pf,Hematite pl,Ti oxides pf,Leucoxene pf,Pyrite,Bitumen,Pore-filling Clay,Pore-lining clay ,Illite pf,Illite pl,Hematite stained illite pl,Chlorite,Pore-filling Kaolinite,Air bubble,Undifferentiated cement,Halite fracture fill,Anhydrite fracture fill,Fe dolomite vein,Replacive calcite,Replacive NF dolomite,Replacive Fe dolomite,Replacive siderite,Replacive chert,Replacive halite,Replacive anhydrite,Replacive barite,Replacive clay minerals,Replacive illite,Replacive chlorite,Replacive kaolinite,Replacive pyrite,Intergranular porosity,Oversized porosity,Mouldic porosity,Intergranular dissolution porosity,Secondary intragranular porosity,Intercrystalline microporosity,Fracture pore (artificial),IGV (Pmc),Q,F,R,Porosity (%),log-transformed Permeability,Permeability (mD),,,,,
622,WellA_Buntsandstein,1142.65,Buntsandstein,32.00,12.00,0.67,0.00,0.00,8.67,0.00,0.00,0.00,0.67,0.00,4.33,1.00,2.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.67,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.00,6.67,0.00,0.00,0.00,2.00,0.00,0.00,28.33,72.58,15.05,12.37,15.20,-0.20,0.631,,,,,
623,WellA_Buntsandstein,1144.10,Buntsandstein,30.00,14.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,5.33,0.33,2.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,4.67,0.00,0.00,0.00,0.00,0.33,0.00,0.00,2.00,0.00,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.33,0.00,4.33,0.00,0.00,0.00,1.33,0.00,0.00,31.33,72.28,15.22,12.50,17.60,0.72,5.189,,,,,
624,WellA_Buntsandstein,1144.50,Buntsandstein,35.33,23.00,0.33,0.00,0.00,8.67,0.00,0.00,0.00,0.33,0.00,1.00,1.33,4.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,2.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,5.67,0.00,0.00,0.00,2.67,0.00,0.00,15.67,77.83,11.74,10.43,14.50,-0.04,0.909,,,,,
625,WellA_Buntsandstein,1145.95,Buntsandstein,33.67,14.00,0.33,0.00,0.00,8.33,0.00,0.00,0.00,1.00,0.00,3.00,0.67,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.67,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.33,0.00,4.67,0.00,0.00,0.00,2.67,0.00,0.00,29.00,75.13,12.95,11.92,17.40,1.30,19.934,,,,,
626,WellA_Buntsandstein,1146.35,Buntsandstein,29.00,12.67,0.67,0.00,0.00,11.00,0.00,0.00,0.00,1.33,0.33,3.33,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,2.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,2.00,0.00,0.33,34.67,70.33,18.13,11.54,19.50,2.12,131.047,,,,,
627,WellA_Buntsandstein,1525.95,Buntsandstein,30.67,22.33,1.00,0.00,0.00,7.00,0.00,0.00,0.00,1.00,2.00,4.33,2.00,0.00,0.00,0.00,0.67,0.00,0.67,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.67,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.00,0.00,0.00,2.33,0.00,0.00,24.00,76.04,10.60,13.36,14.30,0.41,2.596,,,,,
628,WellA_Buntsandstein,1527.00,Buntsandstein,41.67,19.00,0.67,0.00,0.00,8.00,0.00,0.00,0.00,0.67,0.00,4.33,3.00,2.67,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.33,0.00,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,3.67,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.67,0.00,0.00,11.67,75.79,11.90,12.30,10.10,-1.43,0.037,,,,,
629,WellA_Buntsandstein,1528.35,Buntsandstein,29.33,21.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,0.33,1.67,2.33,3.00,0.33,0.00,0.00,1.00,0.00,1.33,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.33,0.00,0.00,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,7.33,0.00,0.00,0.00,3.67,0.00,0.67,25.00,76.92,14.42,8.65,15.30,0.67,4.673,,,,,
630,WellA_Buntsandstein,1528.60,Buntsandstein,37.67,22.67,0.33,0.00,0.00,9.00,0.00,0.00,1.00,0.33,0.00,1.67,2.33,0.33,0.00,0.00,1.33,0.00,1.33,0.67,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,1.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,3.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,0.00,0.00,0.00,2.00,0.00,0.00,15.33,77.69,12.81,9.50,12.20,-0.96,0.109,,,,,
631,WellA_Buntsandstein,1529.00,Buntsandstein,33.00,24.33,0.00,0.00,0.00,6.67,0.00,0.00,0.33,0.67,0.33,1.33,2.00,0.67,0.00,0.00,0.33,0.00,1.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,1.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,3.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,1.00,0.00,0.00,25.67,82.41,11.11,6.48,13.90,1.13,13.482,,,,,
632,WellA_Buntsandstein,1529.60,Buntsandstein,38.33,23.33,0.33,0.00,0.00,9.00,0.00,0.00,0.33,0.00,0.33,2.00,1.33,1.00,0.00,0.00,0.33,0.00,1.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,1.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,8.00,0.00,0.00,0.00,1.67,0.00,0.33,19.00,80.77,13.25,5.98,12.70,0.28,1.924,,,,,
633,WellA_Buntsandstein,1530.30,Buntsandstein,37.00,19.67,0.00,0.00,0.00,8.00,0.00,0.00,0.33,1.67,0.33,3.67,0.33,1.67,0.00,0.00,0.33,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.67,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,6.33,0.00,0.00,0.00,2.33,0.00,0.33,22.00,76.68,11.21,12.11,14.00,0.83,6.776,,,,,
634,WellA_Buntsandstein,1530.95,Buntsandstein,32.33,25.00,0.33,0.00,0.00,10.33,0.00,0.00,0.00,0.67,0.00,4.00,3.00,2.67,0.00,0.00,0.67,0.00,1.00,1.00,0.00,4.67,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.33,0.00,0.00,8.67,70.43,13.23,16.34,7.40,-1.65,0.022,,,,,
635,WellA_Buntsandstein,1531.15,Buntsandstein,29.67,17.33,0.33,0.00,0.00,11.67,0.00,0.00,0.00,2.33,0.67,4.00,3.00,0.33,0.00,0.00,0.33,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.67,1.67,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,10.33,0.00,0.00,0.00,1.00,0.00,0.33,26.33,70.75,16.98,12.26,16.00,1.48,30.000,,,,,
636,WellA_Buntsandstein,1531.55,Buntsandstein,35.00,19.00,1.00,0.00,0.00,9.67,0.00,0.00,0.00,1.00,0.00,5.00,0.67,0.33,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.67,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,4.33,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,5.67,0.00,0.00,0.00,1.00,0.00,0.00,21.33,72.89,14.22,12.89,13.20,1.02,10.443,,,,,
637,WellA_Buntsandstein,1531.80,Buntsandstein,27.00,21.33,1.00,0.00,0.00,12.00,0.00,0.00,0.00,1.33,0.67,2.33,2.00,0.67,0.00,0.00,0.67,0.00,2.67,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.67,0.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.33,0.00,0.33,26.67,69.91,20.37,9.72,15.30,1.76,58.144,,,,,
638,WellA_Buntsandstein,1534.05,Buntsandstein,31.00,18.33,0.33,0.00,0.00,9.33,0.00,0.00,0.00,1.00,0.33,6.33,0.33,0.67,0.00,0.00,0.33,0.00,1.00,0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.67,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,9.00,0.00,0.00,0.00,2.33,0.00,0.00,26.33,71.29,14.83,13.88,15.50,1.63,42.821,,,,,
639,WellA_Buntsandstein,1534.70,Buntsandstein,39.00,19.67,0.67,0.00,0.00,8.33,0.00,0.00,0.00,0.67,0.00,3.67,1.33,1.33,0.00,0.00,1.00,0.00,1.00,0.00,0.00,3.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.33,0.00,0.00,14.00,75.00,11.67,13.33,13.00,-0.49,0.325,,,,,
640,WellA_Buntsandstein,1535.25,Buntsandstein,31.67,20.00,1.00,0.00,0.00,7.67,0.00,0.00,0.00,1.00,1.00,5.33,1.33,0.33,0.00,0.00,1.00,0.00,0.67,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.33,0.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.00,8.33,0.00,0.00,0.00,2.33,0.00,0.00,23.67,73.27,11.52,15.21,20.00,1.93,84.341,,,,,
641,WellA_Buntsandstein,1535.70,Buntsandstein,29.00,19.67,1.00,0.00,0.00,7.33,0.00,0.00,0.33,1.67,0.33,5.00,4.00,0.33,0.00,0.00,0.00,0.00,1.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,1.67,0.00,0.00,26.00,74.53,11.79,13.68,18.30,1.78,60.100,,,,,
642,WellA_Buntsandstein,1536.65,Buntsandstein,26.33,21.67,0.00,0.00,0.00,10.33,0.00,0.00,0.00,0.67,0.67,10.00,0.33,0.00,0.00,0.00,0.33,0.00,0.33,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,1.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,0.00,0.00,0.00,1.00,0.00,0.33,27.33,67.76,14.95,17.29,17.80,1.98,94.742,,,,,
643,WellA_Buntsandstein,1537.50,Buntsandstein,30.00,21.67,0.33,0.00,0.00,8.33,0.00,0.00,0.33,1.33,1.33,4.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.67,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.67,0.00,0.00,0.00,1.00,0.00,0.00,27.00,74.88,13.02,12.09,19.60,2.29,196.249,,,,,
644,WellA_Buntsandstein,1538.25,Buntsandstein,32.33,17.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,1.33,1.33,5.00,3.00,2.67,0.00,0.00,0.67,0.00,1.33,0.00,0.00,3.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,1.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,16.33,68.26,13.48,18.26,11.40,-1.03,0.093,,,,,
645,WellA_Buntsandstein,1538.65,Buntsandstein,35.33,16.67,1.00,0.00,0.00,7.67,0.00,0.00,0.00,0.00,1.00,5.67,1.33,1.00,0.00,0.00,0.33,0.00,1.00,0.67,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,0.33,0.00,0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,8.67,0.00,0.00,0.00,2.33,0.00,0.00,24.33,73.39,11.93,14.68,17.50,0.93,8.470,,,,,
646,WellA_Buntsandstein,1539.40,Buntsandstein,28.00,21.67,0.33,0.00,0.00,9.33,0.00,0.00,0.00,0.67,0.67,7.00,2.00,1.33,0.00,0.00,0.00,0.00,0.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,1.33,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,2.00,0.00,0.00,22.67,70.45,13.64,15.91,16.10,1.40,25.201,,,,,
